#GroupName	ProteinCount	SpeciesCount	FunctionalCategory	ConsensusFunctionalDescription
VOG22282	2	2	Xu	REFSEQ HNH endonuclease
VOG22283	2	2	Xu	REFSEQ hypothetical protein
VOG22284	2	2	Xu	REFSEQ DNA primase
VOG22285	2	2	Xu	REFSEQ hypothetical protein
VOG22286	2	2	Xu	REFSEQ hypothetical protein
VOG22287	2	2	Xu	REFSEQ hypothetical protein
VOG22288	2	2	Xu	REFSEQ hypothetical protein
VOG22289	2	2	Xu	REFSEQ hypothetical protein
VOG22290	2	2	Xu	REFSEQ hypothetical protein
VOG22291	2	2	Xu	REFSEQ gp57
VOG22292	2	2	Xu	REFSEQ hypothetical protein
VOG22293	2	2	Xu	REFSEQ hypothetical protein
VOG22294	2	2	Xu	REFSEQ putative holin protein
VOG22295	2	2	Xu	REFSEQ hypothetical protein
VOG22296	2	2	Xu	REFSEQ hypothetical protein
VOG22297	2	2	Xu	REFSEQ hypothetical protein
VOG22298	2	2	Xu	REFSEQ hypothetical protein
VOG22299	2	2	Xu	REFSEQ hypothetical protein
VOG22300	2	2	Xu	REFSEQ hypothetical protein
VOG22301	2	2	Xu	REFSEQ hypothetical protein
VOG22302	2	2	Xu	REFSEQ hypothetical protein
VOG22303	2	2	Xu	REFSEQ hypothetical protein
VOG22304	2	2	Xu	REFSEQ hypothetical protein
VOG22305	2	2	Xu	REFSEQ hypothetical protein
VOG22306	2	2	Xu	REFSEQ hypothetical protein
VOG22307	2	2	Xu	REFSEQ hypothetical protein
VOG22308	2	2	Xu	REFSEQ hypothetical protein
VOG22309	2	2	Xu	REFSEQ hypothetical protein
VOG22310	2	2	Xu	REFSEQ hypothetical protein
VOG22311	2	2	Xu	REFSEQ hypothetical protein
VOG22312	2	2	Xu	REFSEQ hypothetical protein
VOG22313	2	2	Xu	REFSEQ hypothetical protein
VOG22314	2	2	Xu	REFSEQ hypothetical protein
VOG22315	2	2	Xu	REFSEQ hypothetical protein
VOG22316	2	2	Xu	REFSEQ hypothetical protein
VOG22317	2	2	Xu	REFSEQ hypothetical protein
VOG22318	2	2	Xu	REFSEQ hypothetical protein
VOG22319	2	2	Xu	REFSEQ hypothetical protein
VOG22320	2	2	Xu	REFSEQ hypothetical protein
VOG22321	2	2	Xu	REFSEQ hypothetical protein
VOG22322	2	2	Xu	REFSEQ hypothetical protein
VOG22323	2	2	Xu	REFSEQ hypothetical protein
VOG22324	2	2	Xu	REFSEQ hypothetical protein
VOG22325	2	2	Xu	REFSEQ hypothetical protein
VOG22326	2	2	Xu	REFSEQ hypothetical protein
VOG22327	2	2	Xu	REFSEQ hypothetical protein
VOG22328	2	2	Xu	REFSEQ hypothetical protein
VOG22329	2	2	Xu	REFSEQ hypothetical protein
VOG22330	2	2	Xu	REFSEQ hypothetical protein
VOG22331	2	2	Xu	REFSEQ hypothetical protein
VOG22332	2	2	Xu	REFSEQ hypothetical protein
VOG22333	2	2	Xu	REFSEQ hypothetical protein
VOG22334	2	2	Xu	REFSEQ hypothetical protein
VOG22335	2	2	Xu	REFSEQ hypothetical protein
VOG22336	2	2	Xu	REFSEQ hypothetical protein
VOG22337	2	2	Xu	REFSEQ hypothetical protein
VOG22338	2	2	Xu	REFSEQ hypothetical protein
VOG22339	2	2	Xu	REFSEQ hypothetical protein
VOG22340	2	2	Xu	REFSEQ hypothetical protein
VOG22341	2	2	Xu	REFSEQ hypothetical protein
VOG22342	2	2	Xu	REFSEQ hypothetical protein
VOG22343	6	2	Xu	REFSEQ hypothetical protein
VOG22344	2	2	Xu	REFSEQ hypothetical protein
VOG22345	2	2	Xu	REFSEQ hypothetical protein
VOG22346	2	2	Xu	REFSEQ hypothetical protein
VOG22347	2	2	Xu	REFSEQ putative tail fiber protein
VOG22348	2	2	Xu	REFSEQ hypothetical protein
VOG22349	2	2	Xu	REFSEQ hypothetical protein
VOG22350	2	2	Xu	REFSEQ hypothetical protein
VOG22351	2	2	Xu	REFSEQ hypothetical protein
VOG22352	2	2	Xu	REFSEQ hypothetical protein
VOG22353	2	2	Xu	REFSEQ hypothetical protein
VOG22354	2	2	Xu	REFSEQ hypothetical protein
VOG22355	2	2	Xu	REFSEQ hypothetical protein
VOG22356	2	2	Xu	REFSEQ hypothetical protein
VOG22357	2	2	Xu	REFSEQ hypothetical protein
VOG22358	2	2	Xu	REFSEQ hypothetical protein
VOG22359	2	2	Xu	REFSEQ hypothetical protein
VOG22360	2	2	Xu	REFSEQ hypothetical protein
VOG22361	2	2	Xu	REFSEQ hypothetical protein
VOG22362	2	2	Xu	REFSEQ hypothetical protein
VOG22363	2	2	Xu	REFSEQ hypothetical protein
VOG22364	2	2	Xu	REFSEQ hypothetical protein
VOG22365	2	2	Xu	REFSEQ hypothetical protein
VOG22366	2	2	Xu	REFSEQ hypothetical protein
VOG22367	2	2	Xu	REFSEQ hypothetical protein
VOG22368	2	2	Xu	REFSEQ hypothetical protein
VOG22369	2	2	Xu	REFSEQ hypothetical protein
VOG22370	2	2	Xu	REFSEQ hypothetical protein
VOG22371	3	2	Xu	REFSEQ hypothetical protein
VOG22372	2	2	Xu	REFSEQ hypothetical protein
VOG22373	2	2	Xu	REFSEQ hypothetical protein
VOG22374	2	2	Xu	REFSEQ hypothetical protein
VOG22375	2	2	Xu	REFSEQ hypothetical protein
VOG22376	2	2	Xu	REFSEQ hypothetical protein
VOG22377	2	2	Xu	REFSEQ hypothetical protein
VOG22378	2	2	Xu	REFSEQ hypothetical protein
VOG22379	2	2	Xu	REFSEQ hypothetical protein
VOG22380	2	2	Xu	REFSEQ hypothetical protein
VOG22381	2	2	Xu	REFSEQ hypothetical protein
VOG22382	2	2	Xu	REFSEQ hypothetical protein
VOG22383	2	2	Xu	REFSEQ hypothetical protein
VOG22384	2	2	Xu	REFSEQ hypothetical protein
VOG22385	2	2	Xu	REFSEQ hypothetical protein
VOG22386	2	2	Xu	REFSEQ hypothetical protein
VOG22387	2	2	Xu	REFSEQ hypothetical protein
VOG22388	2	2	Xu	REFSEQ hypothetical protein
VOG22389	2	2	Xu	REFSEQ hypothetical protein
VOG22390	2	2	Xu	REFSEQ hypothetical protein
VOG22391	2	2	Xu	REFSEQ hypothetical protein
VOG22392	2	2	Xu	REFSEQ hypothetical protein
VOG22393	2	2	Xu	REFSEQ hypothetical protein
VOG22394	2	2	Xu	REFSEQ hypothetical protein
VOG22395	2	2	Xu	REFSEQ hypothetical protein
VOG22396	2	2	Xu	REFSEQ hypothetical protein
VOG22397	2	2	Xu	REFSEQ hypothetical protein
VOG22398	2	2	Xu	REFSEQ hypothetical protein
VOG22399	2	2	Xu	REFSEQ hypothetical protein
VOG22400	2	2	Xu	REFSEQ tail spike protein
VOG22401	2	2	Xu	REFSEQ hypothetical protein
VOG22402	2	2	Xu	REFSEQ hypothetical protein
VOG22403	2	2	Xu	REFSEQ hypothetical protein
VOG22404	2	2	Xu	REFSEQ hypothetical protein
VOG22405	2	2	Xu	REFSEQ hypothetical protein
VOG22406	2	2	Xu	REFSEQ hypothetical protein
VOG22407	2	2	Xu	REFSEQ hypothetical protein
VOG22408	2	2	Xu	REFSEQ hypothetical protein
VOG22409	2	2	Xu	REFSEQ hypothetical protein
VOG22410	2	2	Xu	REFSEQ hypothetical protein
VOG22411	2	2	Xu	REFSEQ hypothetical protein
VOG22412	2	2	Xu	REFSEQ hypothetical protein
VOG22413	2	2	Xu	REFSEQ hypothetical protein
VOG22414	2	2	Xu	REFSEQ hypothetical protein
VOG22415	2	2	Xu	REFSEQ hypothetical protein
VOG22416	2	2	Xu	REFSEQ hypothetical protein
VOG22417	2	2	Xu	REFSEQ hypothetical protein
VOG22418	2	2	Xu	REFSEQ hypothetical protein
VOG22419	2	2	Xu	REFSEQ hypothetical protein
VOG22420	2	2	Xu	REFSEQ hypothetical protein
VOG22421	2	2	Xu	REFSEQ hypothetical protein
VOG22422	3	2	Xu	REFSEQ putative membrane bound protein
VOG22423	3	2	Xu	REFSEQ putative membrane bound protein
VOG22424	2	2	Xu	REFSEQ hypothetical protein
VOG22425	2	2	Xu	REFSEQ hypothetical protein
VOG22426	2	2	Xu	REFSEQ hypothetical protein
VOG22427	2	2	Xu	REFSEQ hypothetical protein
VOG22428	2	2	Xu	REFSEQ hypothetical protein
VOG22429	2	2	Xu	REFSEQ hypothetical protein
VOG22430	2	2	Xu	REFSEQ hypothetical protein
VOG22431	2	2	Xu	REFSEQ hypothetical protein
VOG22432	2	2	Xu	REFSEQ hypothetical protein
VOG22433	2	2	Xu	REFSEQ hypothetical protein
VOG22434	2	2	Xu	REFSEQ hypothetical protein
VOG22435	3	2	Xu	REFSEQ hypothetical protein
VOG22436	2	2	Xu	REFSEQ long tail fiber
VOG22437	2	2	Xu	REFSEQ hypothetical protein
VOG22438	2	2	Xu	REFSEQ hypothetical protein
VOG22439	2	2	Xu	REFSEQ hypothetical protein
VOG22440	2	2	Xh	sp|Q93W20|NIFU2_ARATH NifU-like protein 2, chloroplastic
VOG22441	2	2	Xh	sp|A0A0U1WZ18|PMM_DENOF Phosphomannomutase
VOG22442	2	2	Xu	REFSEQ hypothetical protein
VOG22443	2	2	Xu	REFSEQ putative transketolase central region-containing protein
VOG22444	2	2	Xh	sp|A2BNV4|NDHI_PROMS NAD(P)H-quinone oxidoreductase subunit I
VOG22445	2	2	Xu	REFSEQ hypothetical protein
VOG22446	2	2	Xu	REFSEQ hypothetical protein
VOG22447	2	2	Xu	REFSEQ hypothetical protein
VOG22448	2	2	Xu	REFSEQ Histone acetyltransferase type B catalytic subunit
VOG22449	2	2	Xu	REFSEQ hypothetical protein
VOG22450	2	2	Xu	REFSEQ hypothetical protein
VOG22451	2	2	Xu	REFSEQ gene 6 protein
VOG22452	2	2	Xu	REFSEQ hypothetical protein
VOG22453	3	2	Xu	REFSEQ hypothetical protein
VOG22454	2	2	Xu	REFSEQ hypothetical protein
VOG22455	2	2	Xu	REFSEQ hypothetical protein
VOG22456	2	2	Xu	REFSEQ hypothetical protein
VOG22457	2	2	Xu	REFSEQ hypothetical protein
VOG22458	2	2	Xh	sp|A2RK47|BMPA_LACLM ABC transporter nucleoside-binding protein BmpA
VOG22459	2	2	Xu	REFSEQ hypothetical protein
VOG22460	2	2	Xu	REFSEQ hypothetical protein
VOG22461	2	2	Xu	REFSEQ hypothetical protein
VOG22462	2	2	Xu	REFSEQ hypothetical protein
VOG22463	2	2	Xu	REFSEQ hypothetical protein
VOG22464	2	2	Xu	REFSEQ hypothetical protein
VOG22465	2	2	Xu	REFSEQ hypothetical protein
VOG22466	2	2	Xu	REFSEQ hypothetical protein
VOG22467	2	2	Xu	REFSEQ hypothetical protein
VOG22468	2	2	Xu	REFSEQ hypothetical protein
VOG22469	2	2	Xu	REFSEQ hypothetical protein
VOG22470	2	2	Xu	REFSEQ hypothetical protein
VOG22471	2	2	Xu	REFSEQ hypothetical protein
VOG22472	4	2	Xu	REFSEQ hypothetical protein
VOG22473	2	2	Xu	REFSEQ hypothetical protein
VOG22474	2	2	Xu	REFSEQ hypothetical protein
VOG22475	2	2	Xu	REFSEQ hypothetical protein
VOG22476	2	2	Xu	REFSEQ hypothetical protein
VOG22477	2	2	Xu	REFSEQ hypothetical protein
VOG22478	2	2	Xu	REFSEQ HNH DNAse
VOG22479	2	2	Xu	REFSEQ hypothetical protein
VOG22480	2	2	Xu	REFSEQ hypothetical protein
VOG22481	2	2	Xu	REFSEQ hypothetical protein
VOG22482	2	2	Xu	REFSEQ hypothetical protein
VOG22483	2	2	Xu	REFSEQ hypothetical protein
VOG22484	2	2	Xu	REFSEQ HsdR family type I site-specific deoxyribonuclease
VOG22485	2	2	Xu	REFSEQ hypothetical protein
VOG22486	2	2	Xu	REFSEQ hypothetical protein
VOG22487	2	2	Xu	REFSEQ hypothetical protein
VOG22488	2	2	Xu	REFSEQ head-tail adaptor protein
VOG22489	2	2	Xu	REFSEQ hypothetical protein
VOG22490	2	2	Xu	REFSEQ hypothetical protein
VOG22491	2	2	Xu	REFSEQ hypothetical protein
VOG22492	2	2	Xu	REFSEQ ImmA/IrrE family metallo-endopeptidase
VOG22493	2	2	Xu	REFSEQ hypothetical protein
VOG22494	2	2	Xu	REFSEQ hypothetical protein
VOG22495	2	2	Xu	REFSEQ hypothetical protein
VOG22496	2	2	Xu	REFSEQ hypothetical protein
VOG22497	2	2	Xu	REFSEQ hypothetical protein
VOG22498	2	2	Xu	REFSEQ putative H-N-H-endonuclease P-TflVIII
VOG22499	2	2	Xu	REFSEQ hypothetical protein
VOG22500	2	2	Xu	REFSEQ membrane spanning protein
VOG22501	2	2	Xu	REFSEQ hypothetical protein
VOG22502	2	2	Xu	REFSEQ hypothetical protein
VOG22503	2	2	Xu	REFSEQ hypothetical protein
VOG22504	2	2	Xu	REFSEQ hypothetical protein
VOG22505	2	2	Xu	REFSEQ hypothetical protein
VOG22506	2	2	Xu	REFSEQ hypothetical protein
VOG22507	2	2	Xu	REFSEQ hypothetical protein
VOG22508	2	2	Xu	REFSEQ discoidin domain-containing protein
VOG22509	2	2	Xu	REFSEQ hypothetical protein
VOG22510	2	2	Xu	REFSEQ hypothetical protein
VOG22511	2	2	Xu	REFSEQ hypothetical protein
VOG22512	2	2	Xu	REFSEQ hypothetical protein
VOG22513	2	2	Xu	REFSEQ DNRLRE domain-containing protein
VOG22514	2	2	Xu	REFSEQ hypothetical protein
VOG22515	2	2	Xu	REFSEQ hypothetical protein
VOG22516	2	2	Xu	REFSEQ hypothetical protein
VOG22517	2	2	Xu	REFSEQ xkdS-like protein
VOG22518	2	2	Xu	REFSEQ hypothetical protein
VOG22519	2	2	Xu	REFSEQ hypothetical protein
VOG22520	2	2	Xu	REFSEQ hypothetical protein
VOG22521	2	2	Xu	REFSEQ hypothetical protein
VOG22522	2	2	Xu	REFSEQ lipoprotein
VOG22523	2	2	XhXp	sp|P00806|ENLYS_BPT7 Endolysin
VOG22524	2	2	Xu	REFSEQ hypothetical protein
VOG22525	2	2	Xu	REFSEQ putative antirepressor
VOG22526	2	2	Xu	REFSEQ DUF5986 family protein
VOG22527	2	2	Xh	sp|Q38479|GP7_BPMU Uncharacterized protein gp7
VOG22528	2	2	Xh	sp|Q9T1X4|GP15_BPMU Uncharacterized protein gp15
VOG22529	2	2	Xu	REFSEQ hypothetical protein
VOG22530	2	2	Xu	REFSEQ hypothetical protein
VOG22531	2	2	Xu	REFSEQ hypothetical protein
VOG22532	2	2	Xu	REFSEQ hypothetical protein
VOG22533	2	2	Xu	REFSEQ hypothetical protein
VOG22534	2	2	Xu	REFSEQ hypothetical protein
VOG22535	2	2	Xu	REFSEQ hypothetical protein
VOG22536	2	2	Xu	REFSEQ hypothetical protein
VOG22537	2	2	Xu	REFSEQ gp35
VOG22538	2	2	Xu	REFSEQ gp36
VOG22539	2	2	Xu	REFSEQ hypothetical protein
VOG22540	2	2	Xu	REFSEQ hypothetical protein
VOG22541	2	2	Xu	REFSEQ hypothetical protein
VOG22542	3	2	Xu	REFSEQ tail tape measure protein
VOG22543	2	2	Xu	REFSEQ hypothetical protein
VOG22544	2	2	Xu	REFSEQ hypothetical protein
VOG22545	2	2	Xu	REFSEQ hypothetical protein
VOG22546	2	2	Xu	REFSEQ hypothetical protein
VOG22547	2	2	Xu	REFSEQ hypothetical protein
VOG22548	2	2	Xu	REFSEQ carboxylate--amine ligase
VOG22549	2	2	Xu	REFSEQ hypothetical protein
VOG22550	2	2	Xu	REFSEQ hypothetical protein
VOG22551	2	2	Xu	REFSEQ head morphogenesis protein
VOG22552	2	2	Xu	REFSEQ hypothetical protein
VOG22553	2	2	Xu	REFSEQ hypothetical protein
VOG22554	2	2	Xu	sp|O31944|YONP_BACSU SPbeta prophage-derived uncharacterized protein YonP
VOG22555	2	2	Xu	sp|O31970|YOMN_BACSU SPbeta prophage-derived uncharacterized protein YomN
VOG22556	2	2	Xh	sp|O31975|YOMJ_BACSU SPbeta prophage-derived uncharacterized membrane protein YomJ
VOG22557	2	2	Xu	REFSEQ endolysin-like protein
VOG22558	2	2	Xu	REFSEQ hypothetical protein
VOG22559	2	2	Xu	sp|O31909|YORE_BACSU SPbeta prophage-derived uncharacterized protein YorE
VOG22560	2	2	Xu	REFSEQ hypothetical protein
VOG22561	3	2	Xu	REFSEQ hypothetical protein
VOG22562	2	2	Xu	REFSEQ hypothetical protein
VOG22563	2	2	Xu	REFSEQ hypothetical protein
VOG22564	2	2	Xu	REFSEQ hypothetical protein
VOG22565	2	2	Xu	REFSEQ hypothetical protein
VOG22566	2	2	Xu	REFSEQ hypothetical protein
VOG22567	2	2	Xu	REFSEQ hypothetical protein
VOG22568	2	2	Xu	REFSEQ hypothetical protein
VOG22569	2	2	Xu	REFSEQ hypothetical protein
VOG22570	2	2	Xu	REFSEQ CII protein
VOG22571	2	2	Xu	REFSEQ hypothetical protein
VOG22572	2	2	Xu	REFSEQ hypothetical protein
VOG22573	2	2	Xu	REFSEQ hypothetical protein
VOG22574	2	2	Xu	REFSEQ hypothetical protein
VOG22575	2	2	Xu	REFSEQ holin
VOG22576	2	2	Xu	REFSEQ hypothetical protein
VOG22577	2	2	Xu	REFSEQ hypothetical protein
VOG22578	2	2	Xu	REFSEQ hypothetical protein
VOG22579	2	2	Xu	REFSEQ hypothetical protein
VOG22580	2	2	Xu	REFSEQ hypothetical protein
VOG22581	2	2	Xu	REFSEQ hypothetical protein
VOG22582	2	2	Xu	REFSEQ hypothetical protein
VOG22583	2	2	Xu	REFSEQ hypothetical protein
VOG22584	2	2	Xh	sp|P44219|Y1495_HAEIN Uncharacterized protein HI_1495
VOG22585	2	2	Xu	REFSEQ DUF2681 domain-containing protein
VOG22586	2	2	Xu	REFSEQ hypothetical protein
VOG22587	2	2	Xu	REFSEQ hypothetical protein
VOG22588	2	2	Xu	REFSEQ hypothetical protein
VOG22589	2	2	Xu	REFSEQ DUF1834 family protein
VOG22590	2	2	Xu	REFSEQ tail tube protein
VOG22591	2	2	Xu	REFSEQ hypothetical protein
VOG22592	2	2	Xu	REFSEQ hypothetical protein
VOG22593	2	2	Xu	sp|Q8QL50|Y76_SIRV1 Uncharacterized protein 76
VOG22594	2	2	Xu	REFSEQ hypothetical protein
VOG22595	2	2	Xu	sp|Q914I8|Y044_SIFVH Uncharacterized protein 44
VOG22596	2	2	Xu	REFSEQ hypothetical protein
VOG22597	2	2	Xu	REFSEQ gp6
VOG22598	2	2	Xu	REFSEQ DUF4145 domain-containing protein
VOG22599	2	2	Xu	REFSEQ hypothetical protein
VOG22600	2	2	Xu	REFSEQ hypothetical protein
VOG22601	2	2	Xu	REFSEQ hypothetical protein
VOG22602	2	2	Xu	REFSEQ gp219
VOG22603	2	2	Xu	REFSEQ hypothetical protein
VOG22604	2	2	Xu	REFSEQ ERF family protein
VOG22605	2	2	Xu	REFSEQ hypothetical protein
VOG22606	2	2	Xu	REFSEQ hypothetical protein
VOG22607	2	2	Xu	REFSEQ hypothetical protein
VOG22608	2	2	Xu	REFSEQ hypothetical protein
VOG22609	2	2	Xu	REFSEQ hypothetical protein
VOG22610	2	2	Xu	REFSEQ hypothetical protein
VOG22611	2	2	Xu	REFSEQ hypothetical protein
VOG22612	2	2	Xu	REFSEQ hypothetical protein
VOG22613	2	2	Xu	REFSEQ hypothetical protein
VOG22614	2	2	Xu	REFSEQ hypothetical protein
VOG22615	2	2	Xu	REFSEQ hypothetical protein
VOG22616	2	2	Xu	REFSEQ hypothetical protein
VOG22617	2	2	Xu	REFSEQ hypothetical protein
VOG22618	2	2	Xu	REFSEQ hypothetical protein
VOG22619	2	2	Xu	REFSEQ hypothetical protein
VOG22620	2	2	Xu	REFSEQ hypothetical protein
VOG22621	2	2	Xu	REFSEQ hypothetical protein
VOG22622	2	2	Xu	REFSEQ hypothetical protein
VOG22623	2	2	Xu	REFSEQ hypothetical protein
VOG22624	2	2	Xu	REFSEQ hypothetical protein
VOG22625	2	2	Xu	REFSEQ hypothetical protein
VOG22626	2	2	Xu	REFSEQ hypothetical protein
VOG22627	2	2	Xu	REFSEQ hypothetical protein
VOG22628	2	2	Xu	REFSEQ hypothetical protein
VOG22629	2	2	Xu	REFSEQ hypothetical protein
VOG22630	2	2	Xu	REFSEQ hypothetical protein
VOG22631	2	2	Xu	REFSEQ hypothetical protein
VOG22632	4	2	Xu	REFSEQ hypothetical protein
VOG22633	2	2	Xu	REFSEQ hypothetical protein
VOG22634	2	2	Xu	REFSEQ hypothetical protein
VOG22635	2	2	Xu	REFSEQ hypothetical protein
VOG22636	2	2	Xu	REFSEQ hypothetical protein
VOG22637	2	2	Xu	REFSEQ hypothetical protein
VOG22638	2	2	Xu	REFSEQ hypothetical protein
VOG22639	2	2	Xu	REFSEQ hypothetical protein
VOG22640	2	2	Xu	REFSEQ hypothetical protein
VOG22641	2	2	Xu	REFSEQ hypothetical protein
VOG22642	2	2	Xu	REFSEQ hypothetical protein
VOG22643	2	2	Xu	REFSEQ hypothetical protein
VOG22644	2	2	Xu	REFSEQ hypothetical protein
VOG22645	2	2	Xu	REFSEQ hypothetical protein
VOG22646	2	2	Xu	REFSEQ hypothetical protein
VOG22647	2	2	Xu	REFSEQ hypothetical protein
VOG22648	2	2	Xu	REFSEQ hypothetical protein
VOG22649	2	2	Xu	REFSEQ hypothetical protein
VOG22650	2	2	Xu	REFSEQ hypothetical protein
VOG22651	2	2	Xu	REFSEQ hypothetical protein
VOG22652	2	2	Xu	REFSEQ hypothetical protein
VOG22653	2	2	Xu	REFSEQ hypothetical protein
VOG22654	2	2	Xu	REFSEQ hypothetical protein
VOG22655	2	2	Xu	REFSEQ hypothetical protein
VOG22656	2	2	Xu	REFSEQ hypothetical protein
VOG22657	2	2	Xu	REFSEQ hypothetical protein
VOG22658	2	2	Xu	REFSEQ hypothetical protein
VOG22659	2	2	Xu	REFSEQ hypothetical protein
VOG22660	2	2	Xu	REFSEQ hypothetical protein
VOG22661	2	2	Xu	REFSEQ hypothetical protein
VOG22662	2	2	Xu	REFSEQ hypothetical protein
VOG22663	2	2	Xu	REFSEQ hypothetical protein
VOG22664	2	2	Xu	REFSEQ hypothetical protein
VOG22665	2	2	Xu	REFSEQ hypothetical protein
VOG22666	2	2	Xu	REFSEQ hypothetical protein
VOG22667	2	2	Xu	REFSEQ hypothetical protein
VOG22668	2	2	Xu	REFSEQ hypothetical protein
VOG22669	2	2	Xu	REFSEQ hypothetical protein
VOG22670	2	2	Xu	REFSEQ hypothetical protein
VOG22671	2	2	Xu	REFSEQ hypothetical protein
VOG22672	2	2	Xu	REFSEQ hypothetical protein
VOG22673	2	2	Xu	REFSEQ hypothetical protein
VOG22674	2	2	Xu	REFSEQ hypothetical protein
VOG22675	2	2	Xu	REFSEQ hypothetical protein
VOG22676	2	2	Xu	REFSEQ hypothetical protein
VOG22677	2	2	Xu	REFSEQ hypothetical protein
VOG22678	2	2	Xu	REFSEQ hypothetical protein
VOG22679	2	2	Xu	REFSEQ hypothetical protein
VOG22680	2	2	Xu	REFSEQ hypothetical protein
VOG22681	2	2	Xu	REFSEQ hypothetical protein
VOG22682	3	2	Xu	REFSEQ hypothetical protein
VOG22683	2	2	Xu	REFSEQ hypothetical protein
VOG22684	2	2	Xu	REFSEQ hypothetical protein
VOG22685	2	2	Xu	REFSEQ hypothetical protein
VOG22686	2	2	Xu	REFSEQ hypothetical protein
VOG22687	2	2	Xu	REFSEQ hypothetical protein
VOG22688	2	2	Xu	REFSEQ hypothetical protein
VOG22689	2	2	Xu	REFSEQ hypothetical protein
VOG22690	2	2	Xu	REFSEQ hypothetical protein
VOG22691	2	2	Xu	REFSEQ hypothetical protein
VOG22692	2	2	Xu	REFSEQ hypothetical protein
VOG22693	2	2	Xu	REFSEQ hypothetical protein
VOG22694	2	2	Xu	REFSEQ hypothetical protein
VOG22695	2	2	Xu	REFSEQ hypothetical protein
VOG22696	2	2	Xu	REFSEQ hypothetical protein
VOG22697	2	2	Xu	REFSEQ hypothetical protein
VOG22698	2	2	Xu	REFSEQ hypothetical protein
VOG22699	2	2	Xu	REFSEQ hypothetical protein
VOG22700	2	2	Xu	REFSEQ hypothetical protein
VOG22701	2	2	Xu	REFSEQ hypothetical protein
VOG22702	2	2	Xu	REFSEQ hypothetical protein
VOG22703	2	2	Xu	REFSEQ hypothetical protein
VOG22704	2	2	Xu	REFSEQ hypothetical protein
VOG22705	2	2	Xu	REFSEQ hypothetical protein
VOG22706	2	2	Xu	REFSEQ hypothetical protein
VOG22707	2	2	Xu	REFSEQ hypothetical protein
VOG22708	2	2	Xu	REFSEQ hypothetical protein
VOG22709	2	2	Xu	REFSEQ hypothetical protein
VOG22710	2	2	Xu	REFSEQ hypothetical protein
VOG22711	2	2	Xu	REFSEQ hypothetical protein
VOG22712	2	2	Xu	REFSEQ hypothetical protein
VOG22713	2	2	Xu	REFSEQ hypothetical protein
VOG22714	2	2	Xu	REFSEQ hypothetical protein
VOG22715	2	2	Xu	REFSEQ hypothetical protein
VOG22716	2	2	Xu	REFSEQ hypothetical protein
VOG22717	2	2	Xu	REFSEQ hypothetical protein
VOG22718	2	2	Xu	REFSEQ hypothetical protein
VOG22719	4	2	Xu	REFSEQ hypothetical protein
VOG22720	4	2	Xu	REFSEQ hypothetical protein
VOG22721	4	2	Xu	REFSEQ hypothetical protein
VOG22722	2	2	Xu	REFSEQ hypothetical protein
VOG22723	2	2	Xu	REFSEQ hypothetical protein
VOG22724	2	2	Xu	REFSEQ hypothetical protein
VOG22725	2	2	Xu	REFSEQ hypothetical protein
VOG22726	2	2	Xu	REFSEQ hypothetical protein
VOG22727	2	2	Xu	REFSEQ hypothetical protein
VOG22728	2	2	Xu	REFSEQ hypothetical protein
VOG22729	2	2	Xu	REFSEQ hypothetical protein
VOG22730	2	2	Xu	REFSEQ hypothetical protein
VOG22731	2	2	Xu	REFSEQ hypothetical protein
VOG22732	2	2	Xu	REFSEQ hypothetical protein
VOG22733	2	2	Xu	REFSEQ DNA primase
VOG22734	2	2	Xu	REFSEQ hypothetical protein
VOG22735	2	2	Xu	REFSEQ hypothetical protein
VOG22736	2	2	Xu	REFSEQ hypothetical protein
VOG22737	2	2	Xu	REFSEQ capsid protein
VOG22738	2	2	Xu	REFSEQ hypothetical protein
VOG22739	3	2	Xu	REFSEQ tape-measure chaperone
VOG22740	2	2	Xu	REFSEQ hypothetical protein
VOG22741	2	2	Xu	REFSEQ hypothetical protein
VOG22742	2	2	Xu	REFSEQ hypothetical protein
VOG22743	2	2	Xu	REFSEQ hypothetical protein
VOG22744	2	2	Xu	REFSEQ hypothetical protein
VOG22745	2	2	Xu	REFSEQ hypothetical protein
VOG22746	2	2	Xu	REFSEQ YqaE/Pmp3 family membrane protein
VOG22747	2	2	Xu	REFSEQ hypothetical protein
VOG22748	2	2	Xu	REFSEQ hypothetical protein
VOG22749	2	2	Xu	REFSEQ Plp
VOG22750	2	2	Xu	REFSEQ conserved protein of unknown function Upl
VOG22751	2	2	Xu	REFSEQ ImcB
VOG22752	2	2	Xu	REFSEQ gp5
VOG22753	2	2	Xu	REFSEQ gp7
VOG22754	2	2	Xu	REFSEQ gp9
VOG22755	2	2	Xu	REFSEQ gp11
VOG22756	2	2	Xu	REFSEQ gp13
VOG22757	2	2	Xu	REFSEQ Gp15 family bacterioprotein
VOG22758	2	2	Xu	REFSEQ gp26
VOG22759	2	2	Xu	REFSEQ hypothetical protein
VOG22760	2	2	Xu	REFSEQ hypothetical protein
VOG22761	2	2	Xu	REFSEQ gp62
VOG22762	2	2	Xu	REFSEQ hypothetical protein
VOG22763	2	2	Xu	REFSEQ hypothetical protein
VOG22764	2	2	Xu	REFSEQ hypothetical protein
VOG22765	2	2	Xu	REFSEQ hypothetical protein
VOG22766	2	2	Xu	REFSEQ hypothetical protein
VOG22767	2	2	Xu	REFSEQ hypothetical protein
